方案ID,推广单元,序号_x,类型,关键词,序号_y,关键词ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均停留秒,是否零点击词,CPC,浏览深度,单元键,单元消费,单元点击,单元浏览,qj,dj,eta0,eta,eta26,depth,候选消费,share,日期,月份_x,星期_x,CPC预测,CPC下限,CPC上限,CTR预测,CTR下限,CTR上限,展位预测,展位下限,展位上限,月份_y,星期_y,注册率预测,注册率下限,注册率上限,参考预算,同期CPC,同期CTR,同期展位,cpc,cpc_lo,cpc_hi,obj_center,obj_robust,obj,投入金额,预期点击量,预期展现量,预期浏览量,预期注册量,竞价下限,竞价上限,竞价代理值,展现量下限,展现量上限,点击量下限,点击量上限,浏览量下限,浏览量上限,注册量下限,注册量上限
495403620,8878077181,1,重点词,1048,295,1048,8878077181,1263.59,2840,29775,0.082,670.0,0,0.4449,10.4842,495403620_8878077181,124225.7,168752,1694374,1.358430662898257,10.040615814923674,1.6503815856832873,1.6503815856832873,1.3251907928416435,10.482909033187987,1263.59,0.010171727750376934,2026-09-11,9,4,0.6776633964897383,0.46530648996565843,1.038362081435162,0.6766815240076366,0.437242774596772,0.8720936331321385,1.357224589325837,1.0,1.6619867441963114,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,875.6,0.7089878542510122,0.7480314960629921,1.2071471835251364,0.5113704382420329,0.35112414942748643,0.7835566674958352,0.23788528297714698,0.11719533687070623,0.23788528297714698,43.78,85.61308344398043,126.51902025776938,897.4741657939793,10.414617688739495,0.35112414942748643,0.7835566674958352,0.5113704382420329,64.06815695956607,285.16250134802317,55.87343177094808,124.6852433003654,585.7161026268843,1307.0640632986424,5.130811848199518,20.01716920093507
495403620,8878077181,3,重点词,3989,297,3989,8878077181,75197.1,124758,1230619,0.0814,631.0,0,0.6027,9.864,495403620_8878077181,124225.7,168752,1694374,1.358430662898257,10.040615814923674,1.2212973113764143,1.2212973113764143,1.1106486556882071,9.864060119956713,75197.1,0.6053264340631609,2026-09-11,9,4,0.6776633964897383,0.46530648996565843,1.038362081435162,0.6766815240076366,0.437242774596772,0.8720936331321385,1.357224589325837,1.0,1.6619867441963114,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,875.6,0.7089878542510122,0.7480314960629921,1.2071471835251364,0.6101510077188433,0.41895021218688994,0.9349149941497447,0.19937277799827652,0.0982219647551766,0.19937277799827652,636.0285907988444,1042.4117681567864,1540.4761784880984,10282.41235084892,126.80678703389468,0.41895021218688994,0.9349149941497447,0.6101510077188433,780.0840489814591,3472.094863125799,680.3063324246698,1518.1483916163236,6710.5825630242,14975.107005919004,62.471977828728726,243.72598089979687
495403620,8878077181,4,重点词,5778,298,5778,8878077181,46615.59,40349,425786,0.0839,653.0,0,1.1553,10.5526,495403620_8878077181,124225.7,168752,1694374,1.358430662898257,10.040615814923674,0.6372456247369999,0.6372456247369999,0.8186228123685,10.552477263585486,46615.59,0.3752491634178757,2026-09-11,9,4,0.6776633964897383,0.46530648996565843,1.038362081435162,0.6766815240076366,0.437242774596772,0.8720936331321385,1.357224589325837,1.0,1.6619867441963114,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,875.6,0.7089878542510122,0.7480314960629921,1.2071471835251364,0.8278090791643986,0.568401567773807,1.268425538290212,0.14695115633443673,0.07239619893513378,0.14695115633443673,327.1314092011555,395.1773632772502,583.993133042584,4170.100141066845,48.0723388554236,0.568401567773807,1.268425538290212,0.8278090791643986,295.729160997699,1316.2680381906098,257.90351843760243,575.5286891315121,2721.5210145114997,6073.2534066014405,23.683070578457507,92.39630003837091
495403620,9628223555,4,黄金词,652,343,652,9628223555,2.01,4,7,0.5,63.0,0,0.5025,1.75,495403620_9628223555,91605.25,72103,210914,0.7871055425316781,2.9251764836414575,1.3050556703191387,1.3050556703191387,1.1525278351595694,2.533450989094305,2.01,2.2223698888118487e-05,2026-09-11,9,4,0.8366190026784509,0.5744507576937935,1.2819247040481998,0.012260661197866651,0.005241378420975704,0.027124086533175877,3.727615131481388,3.3630966355904555,4.0,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,51.62,0.8065625,0.012429597980190329,3.810642843270538,0.7258991732400282,0.4984267973139754,1.112272228870477,0.16758181561825433,0.082559993157175,0.16758181561825433,2.581,3.555590218514491,289.9998753030678,9.007913555909573,0.43252866611071444,0.4984267973139754,1.112272228870477,0.7258991732400282,85.55034975311382,987.9639653985179,2.3204750896469206,5.178293008941378,5.878809911034687,13.118951545322659,0.21308734233866866,0.8313314758691654
495403620,9628223555,9,黄金词,1439,385,1439,9628223555,5.2,9,3,0.5,99.0,0,0.5778,0.3333,495403620_9628223555,91605.25,72103,210914,0.7871055425316781,2.9251764836414575,1.4701582843330228,1.4701582843330228,1.2350791421665113,1.55302422759598,5.2,5.749414637722197e-05,2026-09-11,9,4,0.8366190026784509,0.5744507576937935,1.2819247040481998,0.012260661197866651,0.005241378420975704,0.027124086533175877,3.727615131481388,3.3630966355904555,4.0,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,51.62,0.8065625,0.012429597980190329,3.810642843270538,0.6773808852531487,0.4651125082447122,1.0379291984475703,0.17958508138577298,0.08847346017609985,0.17958508138577298,2.581,3.8102639979801567,310.77149400744725,5.917432302399904,0.4635090950566801,0.4651125082447122,1.0379291984475703,0.6773808852531487,91.67800495724411,1058.728170939911,2.4866821396492162,5.549194988843526,3.861877609205443,8.6180342613282,0.22835000071451372,0.8908766753822931
495403620,9628223555,11,黄金词,1531,391,1531,9628223555,3.87,9,16,0.5714,63.0,0,0.43,1.7778,495403620_9628223555,91605.25,72103,210914,0.7871055425316781,2.9251764836414575,1.6340569027875846,1.6340569027875846,1.3170284513937922,2.3177301099489216,3.87,4.278891278458635e-05,2026-09-11,9,4,0.8366190026784509,0.5744507576937935,1.2819247040481998,0.012260661197866651,0.005241378420975704,0.027124086533175877,3.727615131481388,3.3630966355904555,4.0,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,51.62,0.8065625,0.012429597980190329,3.810642843270538,0.6352322926608526,0.4361718663601083,0.9733462498031514,0.19150081444663059,0.09434380378311807,0.19150081444663059,2.581,4.063080592437676,331.39163760145743,9.417124228241905,0.4942636020867535,0.4361718663601083,0.9733462498031514,0.6352322926608526,97.76097480191541,1128.9763350501032,2.65167714009478,5.917392200323847,6.145871949460917,13.71491807506748,0.24350135756422775,0.9499876470291876
495403620,9628223555,22,黄金词,3973,511,3973,9628223555,4.8,7,35,0.8,77.0,0,0.6857,5.0,495403620_9628223555,91605.25,72103,210914,0.7871055425316781,2.9251764836414575,1.318300431586238,1.318300431586238,1.159150215793119,3.893427457942111,4.8,5.307151973282027e-05,2026-09-11,9,4,0.8366190026784509,0.5744507576937935,1.2819247040481998,0.012260661197866651,0.005241378420975704,0.027124086533175877,3.727615131481388,3.3630966355904555,4.0,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,51.62,0.8065625,0.012429597980190329,3.810642843270538,0.7217520139147933,0.4955792181781549,1.1059176684629053,0.16854473428835462,0.08303437970395577,0.16854473428835462,2.581,3.576020503220516,291.66620343793056,13.922976417402722,0.43501395919824326,0.4955792181781549,1.1059176684629053,0.7217520139147933,86.0419187739349,993.6407683628421,2.3338084503047,5.208047281498718,9.086513901993646,20.277154288047875,0.21431173401590983,0.8361082745701651
495403620,9628223555,26,黄金词,5495,590,5495,9628223555,1.56,9,18,0.625,174.0,0,0.1733,2.0,495403620_9628223555,91605.25,72103,210914,0.7871055425316781,2.9251764836414575,2.026434391918491,2.026434391918491,1.5132171959592455,2.435377168772451,1.56,1.724824391316659e-05,2026-09-11,9,4,0.8366190026784509,0.5744507576937935,1.2819247040481998,0.012260661197866651,0.005241378420975704,0.027124086533175877,3.727615131481388,3.3630966355904555,4.0,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,51.62,0.8065625,0.012429597980190329,3.810642843270538,0.5528743691999275,0.3796221449424137,0.8471518216098339,0.22002738449132941,0.10839755668583735,0.22002738449132941,2.581,4.668329992824595,380.756789335055,11.369144280820679,0.5678906793721212,0.3796221449424137,0.8471518216098339,0.5528743691999275,112.32376036177571,1297.152238602668,3.046679395784515,6.798865752132351,7.419813441063054,16.557802426292067,0.2797740938061462,1.0915008266617956
495403620,9628223555,34,黄金词,6106,628,6106,9628223555,1.1,3,9,0.0,47.0,0,0.3667,3.0,495403620_9628223555,91605.25,72103,210914,0.7871055425316781,2.9251764836414575,1.296007963983111,1.296007963983111,1.1480039819915555,2.9455828971937876,1.1,1.2162223272104648e-05,2026-09-11,9,4,0.8366190026784509,0.5744507576937935,1.2819247040481998,0.012260661197866651,0.005241378420975704,0.027124086533175877,3.727615131481388,3.3630966355904555,4.0,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,51.62,0.8065625,0.012429597980190329,3.810642843270538,0.7287596696547042,0.5003909104019284,1.11665527659958,0.16692403061353797,0.08223593218857932,0.16692403061353797,2.581,3.54163396723492,288.86158014472846,10.432176442007764,0.4308309230135415,0.5003909104019284,1.11665527659958,0.7287596696547042,85.21455116417843,984.0860513226876,2.311366859662919,5.157967393785923,6.808322690963608,15.19322053941903,0.21225094097872318,0.8280683689696609
495403620,9628223555,8,重点词,700,345,700,9628223555,111.9,117,191,0.6778,186.0,0,0.9564,1.6325,495403620_9628223555,91605.25,72103,210914,0.7871055425316781,2.9251764836414575,1.3063178147159593,1.3063178147159593,1.1531589073579798,1.7152112949530534,111.9,0.0012372298037713727,2026-09-11,9,4,0.8366190026784509,0.5744507576937935,1.2819247040481998,0.012260661197866651,0.005241378420975704,0.027124086533175877,3.727615131481388,3.3630966355904555,4.0,9,4,0.12164750140735366,0.09182918760446235,0.16054160597588862,51.62,0.8065625,0.012429597980190329,3.810642843270538,0.7255019211491343,0.49815403066167746,1.1116635321191226,0.16767357585307865,0.08260519928130754,0.16767357585307865,2.581,3.5575370991601405,290.1586661394045,6.101927814693994,0.43276549927679603,0.49815403066167746,1.1116635321191226,0.7255019211491343,85.59719326148425,988.5049298529754,2.321745677021478,5.181128408359487,3.9822844092356626,8.886729966620328,0.21320401934505476,0.8317866754453317
