日期,方案ID,推广单元ID,关键词,类别,投入金额,预期展位,预期点击量,预期浏览量,预期注册量,cpc_cal,ctr_cal,eta26,qijt
2026-09-11,63563817,1841014603,9,重点词,9.285,3.493536394437493,7.5547043164383405,22.519059308453556,0.9693213582868434,1.0513571980122658,0.038454804825915415,1.0658426018017386,0.8136461299341239
2026-09-11,63563817,1841014603,726,重点词,2.0062038,3.493536394437493,1.2589359250869339,2.45661325953341,0.16153027700185177,1.0513571980122658,0.038454804825915415,0.8220270143745364,0.6275214537460919
2026-09-11,63563817,1841014603,1186,潜力词,0.014201949,3.493536394437493,0.010508623288055213,0.029239380117340466,0.0013483298051967605,1.0513571980122658,0.038454804825915415,0.969293693243545,0.7399423338342656
2026-09-11,63563817,1841014603,1567,重点词,0.29609873,3.493536394437493,0.2009748839915154,0.6550598700103043,0.025786482087500034,1.0513571980122658,0.038454804825915415,0.8891248612676318,0.6787428098442551
2026-09-11,63563817,1841014603,1667,重点词,0.69891042,3.493536394437493,0.42393947301458984,0.9520621570084914,0.054394397001052336,1.0513571980122658,0.038454804825915415,0.7945840667332882,0.6065719738655346
2026-09-11,63563817,1841014603,2123,潜力词,0.050143193,3.493536394437493,0.03459869446744882,0.08191008122786576,0.004439254285990388,1.0513571980122658,0.038454804825915415,0.9038684725554073,0.6899978321573742
2026-09-11,63563817,1841014603,2478,重点词,0.38876843,3.493536394437493,0.2463983771839466,1.4189691282358272,0.03161463369677155,1.0513571980122658,0.038454804825915415,0.8302413592923759,0.6337921450667859
2026-09-11,63563817,1841014603,2505,黄金词,0.048794405,3.493536394437493,0.03229476789218517,0.10024864303117016,0.004143644405869946,1.0513571980122658,0.038454804825915415,0.8670011088598055,0.6618539132137213
2026-09-11,63563817,1841014603,2570,重点词,0.082038072,3.493536394437493,0.05914729786647781,0.20126547835281167,0.007589011654920766,1.0513571980122658,0.038454804825915415,0.94444566027948,0.720973767721867
2026-09-11,63563817,1841014603,2889,潜力词,0.014995354,3.493536394437493,0.011041706300510422,0.030722639761160037,0.0014167280810350844,1.0513571980122658,0.038454804825915415,0.9645771737134592,0.7363418229746641
2026-09-11,63563817,1841014603,2892,重点词,0.2441307,3.493536394437493,0.16371521396374844,0.49140859296053835,0.02100580604144377,1.0513571980122658,0.038454804825915415,0.878464378369316,0.6706047783574473
2026-09-11,63563817,1841014603,2985,重点词,0.90471967,3.493536394437493,0.6195164937928799,1.6498676634107259,0.07948829551644548,1.0513571980122658,0.038454804825915415,0.8970080750566706,0.6847607212882637
2026-09-11,63563817,1841014603,3169,潜力词,0.04490672,3.493536394437493,0.0331320916011243,0.07742351308530189,0.0042510788891903075,1.0513571980122658,0.038454804825915415,0.9664848042125128,0.7377980756805285
2026-09-11,63563817,1841014603,3304,潜力词,0.060933501,3.493536394437493,0.04392300289974698,0.101501869719452,0.005635628218854221,1.0513571980122658,0.038454804825915415,0.944263938516175,0.7208350444158294
2026-09-11,63563817,1841014603,3501,重点词,0.10703033,3.493536394437493,0.07410463540192871,0.2966119541535066,0.00950814258697733,1.0513571980122658,0.038454804825915415,0.9069764745982065,0.6923704281013495
2026-09-11,63563817,1841014603,4048,黄金词,0.022294679,3.493536394437493,0.016675054903317655,0.07844239287591258,0.002139526074266242,1.0513571980122658,0.038454804825915415,0.9797686988866456,0.7479387751363298
2026-09-11,63563817,1841014603,4186,黄金词,0.025150937,3.493536394437493,0.01851606926427267,0.05007070989786128,0.002375741082324667,1.0513571980122658,0.038454804825915415,0.9643887584058626,0.7361979899306601
2026-09-11,63563817,1841014603,4675,黄金词,0.011504372,3.493536394437493,0.008659921318088855,0.02601994587437701,0.0011111284231789154,1.0513571980122658,0.038454804825915415,0.9860718063563532,0.7527504602675273
2026-09-11,63563817,1841014603,4713,黄金词,0.057045816,3.493536394437493,0.04005019381426772,0.10693989111430871,0.005138719748862347,1.0513571980122658,0.038454804825915415,0.9196833779538147,0.7020706621896288
2026-09-11,63563817,1841014603,4827,重点词,0.11218746,3.493536394437493,0.07436889055713122,0.18365030577401836,0.00954204837008228,1.0513571980122658,0.038454804825915415,0.8683693760874969,0.6628984251638393
2026-09-11,63563817,1841014603,4868,潜力词,0.049111767,3.493536394437493,0.034025145459302,0.08364543758326001,0.004365663940116593,1.0513571980122658,0.038454804825915415,0.9075528866910005,0.6928104512977917
2026-09-11,63563817,1841014603,5134,重点词,0.54657667,3.493536394437493,0.38469748434097417,0.9551609865078877,0.04935937561971003,1.0513571980122658,0.038454804825915415,0.9219890599811319,0.7038307806679238
