日期,方案ID,推广单元,关键词,竞价代理值_中心,竞价代理值_下限,竞价代理值_上限,展现量_中心,展现量_下限,展现量_上限,展现位_中心,展现位_下限,展现位_上限,点击量_中心,点击量_下限,点击量_上限,浏览量_中心,浏览量_下限,浏览量_上限,注册量_中心,注册量_下限,注册量_上限
2026-09-11,63563817,1841014603,9,1.2290355268831232,0.9237948801401094,1.5554455767327833,196.45670679225722,83.09584747200991,336.88115947421534,3.493536394437493,3.303690901971017,3.68158102150386,7.55470431643834,5.637618789206554,9.492376693050861,22.51905930845356,6.569767827258607,41.87348601895717,0.9693213582868434,0.5159927955777502,1.4457913218111882
2026-09-11,63563817,1841014603,726,1.5935710150311777,1.1991858210591348,2.0130201456166716,32.73806565359328,14.66460916448778,55.6040991057696,3.493536394437493,3.3011449573720095,3.6743498215737924,1.258935925086934,0.9440980381185954,1.584815538348595,2.45661325953341,0.6787505715197195,4.585168486304443,0.1615302770018517,0.08754468026031585,0.23954223902157218
2026-09-11,63563817,1841014603,1186,1.3514566666542212,1.022282825553202,1.6399772037900406,0.27327204846384356,0.12257370182759077,0.454489324672662,3.493536394437493,3.315769526784358,3.6902323683630502,0.0105086232880552,0.00828702379628965,0.013294295642525539,0.0292393801173404,0.00871134184587373,0.05726869407819065,0.0013483298051967,0.0007100757963585597,0.002015942912660287
2026-09-11,63563817,1841014603,1567,1.4733121080567484,1.1285633066188685,1.7887360168161246,5.226261969117438,2.2372511196631293,9.230597554647794,3.493536394437493,3.3100858691975925,3.6900647070836783,0.2009748839915154,0.15709881215051966,0.24899567024523248,0.6550598700103043,0.19387999124172647,1.3230098813013496,0.0257864820875,0.013960252613907693,0.03913839647554031
2026-09-11,63563817,1841014603,1667,1.6486089748381303,1.2439234518516562,2.022549266891891,11.02435638234963,5.21998405429369,17.920525358997292,3.493536394437493,3.3061759266062074,3.678728388799169,0.4239394730145898,0.32845131819549395,0.5340432900731206,0.9520621570084914,0.2828099625785585,1.9450083985675466,0.0543943970010523,0.02894847334514244,0.08217221538466594
2026-09-11,63563817,1841014603,2123,1.449279915667795,1.1079654521973306,1.7826889374380708,0.8997235748322432,0.39469895592820003,1.5043926753135421,3.493536394437493,3.3111815130598568,3.671946656430031,0.0345986944674488,0.026688665134733818,0.04294140038060091,0.0819100812278657,0.024142394230779327,0.16754478659975675,0.0044392542859903,0.0023891705668558426,0.006682865201747925
2026-09-11,63563817,1841014603,2478,1.5778043445057603,1.1810861869996907,1.9770542420949009,6.407479593236531,2.814245532914897,10.82772969900609,3.493536394437493,3.3160731919529787,3.6743652427031934,0.2463983771839466,0.18614744035094724,0.31159757065302474,1.4189691282358272,0.3743848386265015,2.7283647914908578,0.0316146336967715,0.016543387014063875,0.046573065437114806
2026-09-11,63563817,1841014603,2505,1.5109074374802238,1.151057803197353,1.848891472288034,0.8398109947088084,0.376630182401287,1.4735690219017614,3.493536394437493,3.3091565282844355,3.6840337380306156,0.0322947678921851,0.025131601189893774,0.04036773726891963,0.1002486430311701,0.03030643615993026,0.19575077725777287,0.0041436444058699,0.002237680935584597,0.00613937633802795
2026-09-11,63563817,1841014603,2570,1.3870130159656158,1.0610897478180443,1.6822178984220288,1.538099026486733,0.694114109956994,2.6022862765192554,3.493536394437493,3.330396287716362,3.669749964513948,0.0591472978664778,0.04635309878224037,0.07348672681001196,0.2012654783528116,0.05868888624897635,0.39291283658147397,0.0075890116549207,0.003989251676890909,0.011103147055479254
2026-09-11,63563817,1841014603,2889,1.3580649214792866,1.02702157668216,1.6297105860051528,0.2871346337732337,0.12501480930175918,0.48813963121594306,3.493536394437493,3.3065001439643935,3.671640474201829,0.0110417063005104,0.008773975644218942,0.01392282432364147,0.03072263976116,0.008981075032731798,0.06281583674351339,0.001416728081035,0.0007705683168490969,0.002101783755236616
2026-09-11,63563817,1841014603,2892,1.4911912832612981,1.1311151508342405,1.8748407198188979,4.257340915001023,1.912984078641794,7.321033732966052,3.493536394437493,3.305889248852034,3.667401983075827,0.1637152139637484,0.12359078999341526,0.20485363095290846,0.4914085929605383,0.13194424101840824,0.9571760633573825,0.0210058060414437,0.011121672676536428,0.031229320396098405
2026-09-11,63563817,1841014603,2985,1.4603641372984506,1.119563120669958,1.80205085759353,16.11024933288379,7.159536790377067,27.21494224545077,3.493536394437493,3.319633175727743,3.6793705383054722,0.6195164937928799,0.4769688772296505,0.7677289378142022,1.649867663410726,0.48331535808183346,3.4168595633930683,0.0794882955164454,0.04288399700149176,0.11743178413851973
2026-09-11,63563817,1841014603,3169,1.355384397116545,1.014219671786123,1.7024358383970633,0.8615852232539735,0.37495037161095257,1.4759590280754364,3.493536394437493,3.3087253652014543,3.6797982957078528,0.0331320916011243,0.02490593353887485,0.04180628223335955,0.0774235130853018,0.022012810467467368,0.15775994785213757,0.0042510788891903,0.0022187021399377215,0.00641204991292528
2026-09-11,63563817,1841014603,3304,1.3872799439300432,1.044760953728179,1.693103011933856,1.1421980451750045,0.4920014185882228,1.9083694136697211,3.493536394437493,3.30084116314668,3.680695166704534,0.0439230028997469,0.03414849767356284,0.05533985444353607,0.101501869719452,0.027116115945272492,0.17649270600031358,0.0056356282188542,0.003047491318074206,0.008365653371770518
2026-09-11,63563817,1841014603,3501,1.4443135631055861,1.0802975469524843,1.8341210971252495,1.9270578991988077,0.8367871877220879,3.3359804983972525,3.493536394437493,3.319330805480493,3.6757318302874786,0.0741046354019287,0.05550085577572904,0.09422910102423035,0.2966119541535066,0.08026968648971768,0.5806734589237379,0.0095081425869773,0.0052604511207428655,0.014231566336500974
2026-09-11,63563817,1841014603,4048,1.337007831714206,1.0140104503622418,1.6773209139705214,0.43362734458815855,0.19261520272842206,0.721250873514462,3.493536394437493,3.2995390400742504,3.6930965874814223,0.0166750549033176,0.012684515271652905,0.02098203527931931,0.0784423928759125,0.023443597271353717,0.15414344005583058,0.0021395260742662,0.001178164563987212,0.0031223195771845538
2026-09-11,63563817,1841014603,4186,1.3583302503911892,1.024534539320578,1.7008504153443886,0.4815020996230432,0.20577580400027257,0.8159042691370527,3.493536394437493,3.314757233390235,3.699185186790878,0.0185160692642726,0.013938752484909266,0.02313999840344902,0.0500707098978612,0.014288420591066251,0.09347372878509226,0.0023757410823246,0.0012325901377960452,0.0034942448478215192
2026-09-11,63563817,1841014603,4675,1.3284614925969047,0.9944586674516129,1.6455672281239424,0.22519738059501784,0.09738430521878073,0.4034180520051543,3.493536394437493,3.3172097385213912,3.6739443021388953,0.0086599213180888,0.00656401581999576,0.010861673187136229,0.026019945874377,0.007228418447356833,0.05098617462853553,0.0011111284231789,0.000601909839660018,0.0016324392903384552
2026-09-11,63563817,1841014603,4713,1.4243580509135436,1.074569091433725,1.733011674143586,1.0414873770800452,0.43814679376449145,1.807021551889673,3.493536394437493,3.3186890984965665,3.669101045465778,0.0400501938142677,0.03124949922471021,0.05039764048768063,0.1069398911143087,0.03106785762791268,0.2076103446494352,0.0051387197488623,0.0026967631842336856,0.007512889507315721
2026-09-11,63563817,1841014603,4827,1.5085267396024427,1.1362831296293228,1.8390297165269267,1.9339297363177002,0.8388639701283898,3.4813897789548305,3.493536394437493,3.3191197739805394,3.6659965263489442,0.0743688905571312,0.05769619838767166,0.0933791167914099,0.1836503057740183,0.05129770595783871,0.33664389107230575,0.0095420483700822,0.0050206470865803085,0.014197908808759463
2026-09-11,63563817,1841014603,4868,1.443396239370772,1.0808062895352095,1.7975717585760314,0.8848086894039267,0.3750693680146031,1.492936927134749,3.493536394437493,3.3040134037974456,3.67897683873798,0.034025145459302,0.02587583970063522,0.04303592411264415,0.08364543758326,0.022538530103171868,0.1618361472616141,0.0043656639401165,0.002302965415312283,0.006505070741481937
2026-09-11,63563817,1841014603,5134,1.4207960598867482,1.0707020914755048,1.7331900309637165,10.003886018470165,4.372167438546352,16.891937148472472,3.493536394437493,3.313125781029497,3.6850305361372033,0.3846974843409741,0.3003110581246994,0.48612596337709874,0.9551609865078876,0.29055675776869294,1.9254412463155763,0.04935937561971,0.027557778548593256,0.07424225554905414
2026-09-11,63563817,1841014603,5267,1.369300482513747,1.0296084625139619,1.715646465042062,0.5062730448898322,0.21572199284695523,0.8707507726277502,3.493536394437493,3.3062890478627924,3.673715536175133,0.0194686311298604,0.0147460200605944,0.024571463324600945,0.0545934679349197,0.015620698586449067,0.11719890513221672,0.002497961426461,0.0013237244503648293,0.003790894315739446
2026-09-11,63563817,1841014603,5307,1.7437977241764402,1.3256717094115087,2.1175751396768345,10.433218080565682,4.641470422505309,18.1576673441514,3.493536394437493,3.320960327933811,3.6758734919121134,0.401207364994365,0.31530591228061056,0.5036570923304747,0.6117625174126642,0.17700833975071684,1.1680412900824413,0.0514777086834246,0.02824953376483891,0.07557142668633104
2026-09-11,63563817,1841014603,5374,1.4253204149332332,1.0646915624700655,1.7245098952315079,5.546988857921267,2.389995803733082,9.693666879008052,3.493536394437493,3.31502737072508,3.6807361439642663,0.2133083739028897,0.1662072367348293,0.2692103864992925,0.357867207197301,0.10383950138139368,0.7412809872105345,0.0273689550331714,0.014992648076041046,0.04088356576782266
2026-09-11,63563817,1841014603,5418,1.454766255594192,1.105640792308901,1.8034787660576241,2.382650552917178,1.0379854881184525,4.1544806381556425,3.493536394437493,3.316628934377473,3.670327813767514,0.0916243619807895,0.07086989314730703,0.11560024587825798,0.2598149268580288,0.07242822783322479,0.49005071132369116,0.0117560459400289,0.006367399616200002,0.017188934402175525
2026-09-11,63563817,1841014603,5592,1.4209385467758446,1.059947558293957,1.807051195131643,1.0323776633882775,0.44610990483488416,1.7536400874386433,3.493536394437493,3.3073724164708604,3.680089220640886,0.0396998815522308,0.029661287818169495,0.05056804112173706,0.089462888685592,0.024566438572769047,0.1745152078998526,0.0050937722375582,0.0027505896506019264,0.007428689376769676
2026-09-11,63563817,1841014603,6083,1.5172483659068288,1.1494636080181604,1.8246646590225784,17.264520423767692,7.985694117203969,29.074204988941457,3.493536394437493,3.3025082438434983,3.6685657949483708,0.6639037633090169,0.5250960589864043,0.8335397324314086,2.3951257717211303,0.695298232557001,4.693892438362937,0.0851834923866137,0.04627774759402117,0.12991571849425892
2026-09-11,63563817,1841014603,6149,1.5949796122607953,1.2280292236804233,1.9365027138730648,23.720151362031483,10.824336897455069,39.62221390820769,3.493536394437493,3.30767844091731,3.682756897950452,0.912153791068092,0.7142000011709232,1.126235608930067,5.5340957747034,1.7504658424180115,11.077225031760486,0.1170357057920511,0.06182747988364954,0.1751241863721332
2026-09-11,63563817,1841014603,6352,1.5111404788658502,1.1430818760391843,1.888598930203494,8.338105413599084,3.717369494362898,14.022025423756194,3.493536394437493,3.307166229617039,3.6743952763837795,0.3206402162978614,0.24206860140192527,0.39994554449296416,1.4941962326872122,0.4108784637802762,2.9462727975031435,0.0411403804788164,0.02184909859233345,0.06102656894920242
