resid_lcpc,resid_lctr,resid_pos
0.2693948799312422,-0.49557471168774914,0.0831426966979536
-0.02500567605749776,-0.82900636083078,0.09139426821884067
0.13809656334937304,0.3112451963106131,-0.535489159356572
0.3333434446708197,0.3390231202467797,-0.21433499088428887
0.26010928186447635,0.6459129502837082,0.005086191153613306
-0.1032643225282513,-0.0806892972566845,0.07295768467364949
-0.2550641859786516,-0.1449357870962258,-0.03922449904327863
0.4770806028825229,0.3077007373306144,0.04977261504271935
-0.6236814224960803,-0.33649088661292703,0.3213494708699298
-0.27779331190991796,0.04060728893794341,0.2919361467735597
-0.651481770475856,2.225316552403269,-0.5887822869802473
0.06530502213650377,-0.2972950107332619,0.09032416465888904
0.6171488214340802,0.3683154497298111,0.1147571842409274
-0.06468532909224631,0.09267356480845557,-0.565541988534322
0.4267699837334436,0.14670453386638904,-0.42147896654933037
0.4299266774146755,-0.46836457051633085,-0.13340510366901803
-0.09929473039089604,-0.19433880868409315,0.09794786165817282
-0.4204435387694869,-0.3485605513797303,0.07914961926474318
0.47831538810465735,0.08944515866076763,0.15404198098745603
-0.6645926176087922,-0.3843093726223721,0.1031228068255774
-0.3504239523001668,-0.2967395383443079,0.39690879223119735
-0.32265979142446677,-0.1332635066919381,-0.19401770916393346
-0.4477255803844016,2.0966578469011927,-0.6305057235730538
0.42341968558500487,-0.3523354962644194,0.05510240087605922
-0.03203458751355029,0.3266380089450398,0.22279186830261555
0.6563211204712904,0.05062145324187117,0.00457135940822484
0.34877587900591567,-0.6370472031671857,-0.02603925491071246
-0.08971002593686217,0.02099459523636482,-0.01821756082718462
0.38168562815743917,-1.8880226774366875,-0.003945778358070751
0.46747076887026673,0.2184092339813528,0.07738190796733235
-0.6389783116597562,-0.10735047549000853,0.30661733196930907
-0.12374222310860561,0.03467494166524521,0.02303334483776709
-0.07762686503570854,0.19965134516029348,0.28509587329158936
0.10144181933225083,-1.2300217315241273,-0.29917560770006313
0.014484678398476725,-0.3855283884661276,-0.8502973205027731
0.4289017911993639,-0.49431735989690884,0.08668217641417453
0.3224677907938005,1.008184290405576,0.042249242588324964
0.3089474908754392,-1.267484248011002,0.02186167301623465
-0.019526570440990543,0.39573899006734736,-0.04764056489774671
0.33943296035995096,-1.6647329248196243,-0.09633297143845798
0.46809234935537486,0.7118555939697284,-0.13716888771486024
-0.6132417443235307,-0.002392196336033159,0.046253743163072514
-0.20048221486945705,-0.07874212116483514,0.27769955907963384
-0.11882950273504239,0.35255372936705553,-0.004264730187758747
0.5062513668882819,-0.508676910619406,0.2552702710831203
-0.0645915959341283,-0.1278667716616635,-0.29667916404896655
0.24732403328134156,0.16592192527595007,-0.7869828615441441
0.6267243017101689,0.6866007481419931,0.07964742630706967
0.3627941050287636,0.017904029664322252,-0.004834094507122355
-0.09350648076830675,0.08516274678801539,0.04051883709466475
0.3473943756904764,-1.0893980687842513,-0.13519663611343447
0.4663459582140798,0.48456869913022205,-0.10678419647838666
-0.6007710112894304,-0.33581072963654357,0.0023153489661749127
0.005134068007072168,0.2085849573384091,-0.04229315950500978
-0.07123006230752205,0.003230382442787949,0.27585013249187273
0.28841188626685516,-0.02883098532933115,-0.0007004244759265532
0.15525747059547915,-0.21233654332147944,0.36952902746672045
0.5100113831466546,-0.021111438175193786,-0.09665702133268717
0.0978852724520981,0.2180380843181866,-0.6109921621451364
0.47021268919897163,0.11574577914010664,0.0897805387139452
0.36559608203834093,-0.1399149336505996,-0.06876984122426677
-0.08146421126865516,-0.06791082566219875,0.12796529649028443
-0.21831832655198677,0.3006721414779876,-0.19122234322260745
-0.4384591864317113,1.7900883911575192,-0.013777798821748455
-0.4413260092930928,-0.4782035272410634,0.08245754925729853
-0.03125683769397403,-0.1899111888539755,-0.019056254999282984
-0.17570529081355626,-0.6814843914209705,-0.28194411963501054
0.07343639651633516,-0.08431098130349568,-0.8627522228232998
0.04704310337944245,-0.015208075475032334,0.4194940175366355
0.14431132344181014,0.449177668668407,0.03617135383502079
0.5241757695568476,0.31381932062573625,-0.011530405919361275
0.07720849770757243,0.1082327528743896,0.1017839647925558
-0.06260995282402998,-0.0459400740895306,-0.14502127817610777
-0.22113022559316536,-0.02526874306807514,-0.2778887189237218
0.07581910466776072,1.0858263725452924,-0.10775504504886957
-0.5913733533719605,-0.23604157080824706,-0.03548703266417608
-0.04334580920282738,0.14224225591657946,-0.12738044480434496
-0.1729373737088445,-0.6050328899490789,-0.008614899261417897
0.14326870847851123,0.09799109460590394,-0.022559158109985322
-0.07794589733072987,-0.054286902051846386,-0.4876464304359338
0.332450212864306,-0.058472516655414974,0.3258682819471126
0.121178478794356,0.03463112353498721,-0.11463607772805329
0.6353154563426191,0.14068776841551678,0.06567761912789338
0.26379592198469515,0.012485004425385249,0.10804901067691652
-0.10167314429814511,-0.07827108905925717,-0.24823719916826148
-0.27705206300742985,-0.24258297558752684,0.12490212162198189
0.44556306229926307,0.7853235588217569,-0.09153106258355992
-0.5969583631153024,-0.24491671106603086,-0.05338130410793296
-0.18301764422470979,-0.6453013663528049,-0.11888986829200077
-0.4250219901516634,0.3866531729144933,-0.029033842922947084
0.24606314764779336,-0.025825603923680163,0.036506284947053214
0.30441937160209187,0.2000981028286537,-0.41026774193790283
0.2651497515497333,0.22183709408599706,0.42528234183737723
0.5574508097966522,0.6337158457538514,-0.1892440377820499
0.22061460524892762,-0.7776533229323213,-0.3932981136796818
-0.05304631747332911,-0.2847472390802084,0.10695980652184867
-0.27339380121981666,0.18948604781569411,-0.1840889301811779
0.14691963510425948,0.9489432740663246,0.07393169567620417
-0.24038993250901475,-0.3225155160754132,-0.19086690505771475
-0.08280866697428313,0.7589683149211481,-0.044412892133221415
-0.5829033194212265,-0.7111341601862904,0.02419797307630267
0.34578583429670284,0.2405912901744074,-0.037290342269494126
0.12064526508751389,-0.5898727756608206,-0.03100331950441504
0.11373073701573763,0.7609674844588379,-0.32916016354336497
-0.06708490439310508,0.4601694015695621,0.324619353986479
0.38860374460014685,1.2554461673169022,-0.6175288148510214
0.19833730903009783,0.46750944237244196,0.04245274100690999
0.006249631863365912,-0.0761751802925491,0.1149818008599639
-0.27618826109119476,0.4243183857130126,-0.0006296150292821601
-0.048960777604317385,1.0540610460053705,0.17123802607489136
