日期,方案ID,推广单元ID,关键词ID,类,预期展位,qbar,eta,theta,rho,投入金额,预期点击量,预期浏览量,预期注册量
2025-02-01,495403620,9628223555,6,潜力词,2.6571342564720046,0.7871055425316781,0.9310927803988467,0.6657652894438805,0.13738019169329074,0.012254859,0.005979369576964862,0.0039862463846432414,0.0008214469386884635
2025-02-01,495403620,9628223555,57,潜力词,2.6571342564720046,0.7871055425316781,1.198995863927415,0.6657652894438805,0.13738019169329074,0.013117141,0.008241589729641079,0.002747196576547026,0.0011322311769155476
2025-02-01,495403620,9628223555,62,潜力词,2.6571342564720046,0.7871055425316781,1.2161652475035165,0.6657652894438805,0.13738019169329074,0.0153643,0.00979173129527958,0.013988187564685114,0.0013451899223547027
2025-02-01,495403620,9628223555,104,重点词,2.6571342564720046,0.7871055425316781,0.9898839802619164,0.6657652894438805,0.13738019169329074,0.55021441,0.28541078211648463,0.3498022390573988,0.039209787958494696
2025-02-01,495403620,9628223555,175,潜力词,2.6571342564720046,0.7871055425316781,0.8885673157615771,0.6657652894438805,0.13738019169329074,0.01758533,0.008188323204024298,0.004094161602012149,0.0011249134114154787
2025-02-01,495403620,9628223555,190,潜力词,2.6571342564720046,0.7871055425316781,0.9730682745971555,0.6657652894438805,0.13738019169329074,0.010817722,0.005516114205711728,0.0036774094704744853,0.0007578048269827614
2025-02-01,495403620,9628223555,235,重点词,2.6571342564720046,0.7871055425316781,0.9903754676182536,0.6657652894438805,0.13738019169329074,0.12087628,0.06273285883259741,0.10455476472099569,0.00861825217189038
2025-02-01,495403620,9628223555,400,重点词,2.6571342564720046,0.7871055425316781,0.9635191929778906,0.6657652894438805,0.13738019169329074,0.20752258,0.10478035068111587,0.1397071342414878,0.014394744662261925
2025-02-01,495403620,9628223555,444,重点词,2.6571342564720046,0.7871055425316781,0.7501685272516593,0.6657652894438805,0.13738019169329074,29.860152,11.738293744050104,106.59818430892344,1.6126090447097587
2025-02-01,495403620,9628223555,523,重点词,2.6571342564720046,0.7871055425316781,1.1606918110835278,0.6657652894438805,0.13738019169329074,0.025685557,0.015622841541760598,0.03749481970022543,0.0021462689658009767
2025-02-01,495403620,9628223555,524,重点词,2.6571342564720046,0.7871055425316781,0.9219791828436563,0.6657652894438805,0.13738019169329074,0.023386138,0.011298836985356032,0.026363952965830745,0.001552236390959455
2025-02-01,495403620,9628223555,570,潜力词,2.6571342564720046,0.7871055425316781,1.0454980588793736,0.6657652894438805,0.13738019169329074,0.011784523,0.0064563840898922056,0.0032281920449461028,0.0008869792839149037
2025-02-01,495403620,9628223555,646,潜力词,2.6571342564720046,0.7871055425316781,1.2407330617223566,0.6657652894438805,0.13738019169329074,0.011967431,0.007780964011491097,0.005187309340994064,0.0010689503274572433
2025-02-01,495403620,9628223555,665,重点词,2.6571342564720046,0.7871055425316781,0.8577156201499455,0.6657652894438805,0.13738019169329074,2.3334923,1.0488268839573585,1.2788022139945203,0.1440880383711387
2025-02-01,495403620,9628223555,700,重点词,2.6571342564720046,0.7871055425316781,1.3063178147159593,0.6657652894438805,0.13738019169329074,0.29239205,0.2001559612134585,0.32675032984419294,0.027497464320059794
2025-02-01,495403620,9628223555,755,潜力词,2.6571342564720046,0.7871055425316781,1.2293940210441638,0.6657652894438805,0.13738019169329074,0.014972354,0.009645734482689058,0.017913506896422536,0.0013251328522544074
2025-02-01,495403620,9628223555,859,重点词,2.6571342564720046,0.7871055425316781,0.7066876375517774,0.6657652894438805,0.13738019169329074,0.083902668,0.03107115407700411,0.07961983232232303,0.004268561103230597
2025-02-01,495403620,9628223555,875,重点词,2.6571342564720046,0.7871055425316781,1.2761390655242006,0.6657652894438805,0.13738019169329074,2.7373017,1.8305213147127621,2.118819738092571,0.25147736911389384
2025-02-01,495403620,9628223555,909,黄金词,2.6571342564720046,0.7871055425316781,0.7875895468095737,0.6657652894438805,0.13738019169329074,0.014110072,0.0058234894454296735,0.0,0.000800032096336984
2025-02-01,495403620,9628223555,1018,重点词,2.6571342564720046,0.7871055425316781,0.8415244518369449,0.6657652894438805,0.13738019169329074,0.26827427,0.11830412311671816,0.45202769429671413,0.01625264311188141
2025-02-01,495403620,9628223555,1040,黄金词,2.6571342564720046,0.7871055425316781,1.160833893424914,0.6657652894438805,0.13738019169329074,0.014240721,0.008662757901611912,0.041869996524457574,0.0011900913411160136
2025-02-01,495403620,9628223555,1092,重点词,2.6571342564720046,0.7871055425316781,1.261664688386221,0.6657652894438805,0.13738019169329074,0.064044048,0.04234253370959754,0.07491371348621104,0.005817025397804135
2025-02-01,495403620,9628223555,1164,重点词,2.6571342564720046,0.7871055425316781,0.9242651165990827,0.6657652894438805,0.13738019169329074,0.04841845,0.02345101066558122,0.1407060639934873,0.003221704340638954
2025-02-01,495403620,9628223555,1257,重点词,2.6571342564720046,0.7871055425316781,0.9830940974137492,0.6657652894438805,0.13738019169329074,0.55416001,0.285485720511363,0.4195247478246249,0.039220083009548275
2025-02-01,495403620,9628223555,1316,重点词,2.6571342564720046,0.7871055425316781,2.7815632632211615,0.6657652894438805,0.13738019169329074,0.11797588,0.17196350436838587,0.04359638138916825,0.02362437919437889
2025-02-01,495403620,9628223555,1318,重点词,2.6571342564720046,0.7871055425316781,1.1889266100786449,0.6657652894438805,0.13738019169329074,3.5650926,2.2211607043778585,2.426244400087238,0.3051434833490349
2025-02-01,495403620,9628223555,1332,潜力词,2.6571342564720046,0.7871055425316781,0.9262460315001387,0.6657652894438805,0.13738019169329074,0.019597322,0.009512117540930023,0.011414541049116027,0.00130677653118208
2025-02-01,495403620,9628223555,1439,黄金词,2.6571342564720046,0.7871055425316781,1.4701582843330225,0.6657652894438805,0.13738019169329074,0.013587477,0.010467839060995035,0.003489279686998345,0.0014380737368140145
2025-02-01,495403620,9628223555,1531,黄金词,2.6571342564720046,0.7871055425316781,1.6340569027875846,0.6657652894438805,0.13738019169329074,0.010112218,0.008658999587443901,0.015393777044344713,0.0011895750231951687
2025-02-01,495403620,9628223555,1655,重点词,2.6571342564720046,0.7871055425316781,0.9371094021301456,0.6657652894438805,0.13738019169329074,2.530772,1.2427890998963167,1.3628905675333558,0.17073460477808824
2025-02-01,495403620,9628223555,1666,重点词,2.6571342564720046,0.7871055425316781,0.9582948931061339,0.6657652894438805,0.13738019169329074,0.042486994,0.021335818025335965,0.05511752989878458,0.002931118770253823
2025-02-01,495403620,9628223555,1676,重点词,2.6571342564720046,0.7871055425316781,0.7553883503704579,0.6657652894438805,0.13738019169329074,0.70558198,0.27930060923414296,0.7904734223607819,0.03837037123663945
2025-02-01,495403620,9628223555,1719,潜力词,2.6571342564720046,0.7871055425316781,1.17562712894832,0.6657652894438805,0.13738019169329074,0.013796515,0.00849949487333025,0.007082912394441875,0.0011676622349942516
2025-02-01,495403620,9628223555,1735,重点词,2.6571342564720046,0.7871055425316781,1.2873320160751036,0.6657652894438805,0.13738019169329074,0.16291907,0.1099047878064474,0.12850405958907696,0.015098740816860187
2025-02-01,495403620,9628223555,1752,黄金词,2.6571342564720046,0.7871055425316781,0.8562968739949001,0.6657652894438805,0.13738019169329074,0.011288058,0.005065212970150548,0.022793458365677467,0.0006958599288066249
2025-02-01,495403620,9628223555,1764,重点词,2.6571342564720046,0.7871055425316781,1.627105153163278,0.6657652894438805,0.13738019169329074,0.032688333,0.02787163933492496,0.24805759008083214,0.0038290111546382534
