日期,方案ID,推广单元ID,关键词ID,类,预期展位,qbar,eta,theta,rho,投入金额,预期点击量,预期浏览量,预期注册量
2025-02-01,495403620,9628223555,6,潜力词,2.6571342564720046,0.7871055425316781,0.9839355083211794,0.6657652894438805,0.13738019169329074,0.012254859,0.006318719431624114,0.004212479621082742,0.0008680668867726419
2025-02-01,495403620,9628223555,57,潜力词,2.6571342564720046,0.7871055425316781,1.047307631773366,0.6657652894438805,0.13738019169329074,0.013117141,0.007198923767363912,0.0023996412557879708,0.000988989527145841
2025-02-01,495403620,9628223555,62,潜力词,2.6571342564720046,0.7871055425316781,1.053925260382946,0.6657652894438805,0.13738019169329074,0.0153643,0.008485485813840881,0.012122122591201259,0.0011657376677161595
2025-02-01,495403620,9628223555,104,重点词,2.6571342564720046,0.7871055425316781,0.9915122024970747,0.6657652894438805,0.13738019169329074,0.55021441,0.285880243377463,0.3503776153589638,0.039274282636520476
2025-02-01,495403620,9628223555,175,潜力词,2.6571342564720046,0.7871055425316781,0.9709485386940547,0.6657652894438805,0.13738019169329074,0.01758533,0.008947482434111156,0.004473741217055578,0.0012292068519705423
2025-02-01,495403620,9628223555,190,潜力词,2.6571342564720046,0.7871055425316781,0.9939311590337143,0.6657652894438805,0.13738019169329074,0.010817722,0.005634381398484267,0.003756254265656178,0.0007740523965968802
2025-02-01,495403620,9628223555,235,重点词,2.6571342564720046,0.7871055425316781,0.9945688281843293,0.6657652894438805,0.13738019169329074,0.12087628,0.06299847677753545,0.10499746129589242,0.008654742816083145
2025-02-01,495403620,9628223555,400,重点词,2.6571342564720046,0.7871055425316781,0.9753412069363767,0.6657652894438805,0.13738019169329074,0.20752258,0.10606596572371695,0.1414212876316226,0.014571362703258239
2025-02-01,495403620,9628223555,444,重点词,2.6571342564720046,0.7871055425316781,0.7510814267647181,0.6657652894438805,0.13738019169329074,29.860152,11.752578377774132,106.72790640071138,1.6145714704290342
2025-02-01,495403620,9628223555,523,重点词,2.6571342564720046,0.7871055425316781,1.0480490807334835,0.6657652894438805,0.13738019169329074,0.025685557,0.014106677207451044,0.0338560252978825,0.0019379780189149997
2025-02-01,495403620,9628223555,524,重点词,2.6571342564720046,0.7871055425316781,0.9774871229884747,0.6657652894438805,0.13738019169329074,0.023386138,0.011979085714134061,0.027951199999646147,0.001645689091718098
2025-02-01,495403620,9628223555,570,潜力词,2.6571342564720046,0.7871055425316781,1.010491847369542,0.6657652894438805,0.13738019169329074,0.011784523,0.006240206216466277,0.0031201031082331385,0.0008572807262238017
2025-02-01,495403620,9628223555,646,潜力词,2.6571342564720046,0.7871055425316781,1.0557505661445694,0.6657652894438805,0.13738019169329074,0.011967431,0.006620890031638804,0.004413926687759202,0.0009095791417267368
2025-02-01,495403620,9628223555,665,重点词,2.6571342564720046,0.7871055425316781,0.8640434608469586,0.6657652894438805,0.13738019169329074,2.3334923,1.0565646577421781,1.288236642496277,0.14515105521697655
2025-02-01,495403620,9628223555,700,重点词,2.6571342564720046,0.7871055425316781,1.226966553757421,0.6657652894438805,0.13738019169329074,0.29239205,0.187997642822838,0.30690213486463297,0.02582715220888829
2025-02-01,495403620,9628223555,755,潜力词,2.6571342564720046,0.7871055425316781,1.056761951376261,0.6657652894438805,0.13738019169329074,0.014972354,0.00829127604323822,0.015398084080299553,0.0011390570922020558
2025-02-01,495403620,9628223555,859,重点词,2.6571342564720046,0.7871055425316781,0.8565052052180601,0.6657652894438805,0.13738019169329074,0.083902668,0.03765822944247631,0.09649921294634553,0.005173494779637321
2025-02-01,495403620,9628223555,875,重点词,2.6571342564720046,0.7871055425316781,1.2655874224475363,0.6657652894438805,0.13738019169329074,2.7373017,1.815385811005616,2.1013004643518514,0.24939805071323162
2025-02-01,495403620,9628223555,909,黄金词,2.6571342564720046,0.7871055425316781,0.948392694946875,0.6657652894438805,0.13738019169329074,0.014110072,0.00701247860832908,0.0,0.0009633756554573497
2025-02-01,495403620,9628223555,1018,重点词,2.6571342564720046,0.7871055425316781,0.8850592948968683,0.6657652894438805,0.13738019169329074,0.26827427,0.12442438667172906,0.4754125819098901,0.017093446092282267
2025-02-01,495403620,9628223555,1040,黄金词,2.6571342564720046,0.7871055425316781,1.0391860396784598,0.6657652894438805,0.13738019169329074,0.014240721,0.007754957128197995,0.037482292786290304,0.001065377496845092
2025-02-01,495403620,9628223555,1092,重点词,2.6571342564720046,0.7871055425316781,1.1143795316164167,0.6657652894438805,0.13738019169329074,0.064044048,0.03739951931531681,0.06616838032709897,0.0051379531327751535
2025-02-01,495403620,9628223555,1164,重点词,2.6571342564720046,0.7871055425316781,0.9706144673919395,0.6657652894438805,0.13738019169329074,0.04841845,0.02462701428214693,0.14776208569288157,0.003383263942914754
2025-02-01,495403620,9628223555,1257,重点词,2.6571342564720046,0.7871055425316781,0.9857995062754225,0.6657652894438805,0.13738019169329074,0.55416001,0.28627135802071685,0.4206792517255656,0.039328014041184745
2025-02-01,495403620,9628223555,1316,重点词,2.6571342564720046,0.7871055425316781,3.3695400888707923,0.6657652894438805,0.13738019169329074,0.11797588,0.2083137671012276,0.0528119409552408,0.02861818525671817
2025-02-01,495403620,9628223555,1318,重点词,2.6571342564720046,0.7871055425316781,1.183324450809779,0.6657652894438805,0.13738019169329074,3.5650926,2.2106947126823346,2.4148120648705316,0.3037056634036434
2025-02-01,495403620,9628223555,1332,潜力词,2.6571342564720046,0.7871055425316781,0.980041534785081,0.6657652894438805,0.13738019169329074,0.019597322,0.010064572431982135,0.01207748691837856,0.001382672890016715
