日期,预算,历史点击,历史注册,历史成本,优化投入,优化点击,优化注册,优化成本,注册提升
2025-02-01,803.0400000000001,282.0848018260047,38.75286414862045,20.722081261407542,803.040003107,305.2577301082385,41.93636547812861,19.149012890156527,0.08214880111310384
2025-02-02,1155.0400000000002,420.19299288418586,49.124859293349495,23.51233197641686,1155.04000026,453.0972071185998,52.971698535786196,21.804851122145674,0.07830738444389773
2025-02-03,1403.2800000000002,469.3192748475616,57.663801687755004,24.335544291697104,1403.280006117,499.4311383610691,61.36355283617231,22.868297894410716,0.06416072198033647
2025-02-04,1806.39,595.1063489169992,74.08631136720423,24.382236970156868,1806.390004842,633.8927087422871,78.91492449836322,22.890346994876317,0.06517551005105741
2025-02-05,2007.82,672.7865281130339,100.83730936945953,19.911479318071788,2007.8199999999997,716.8580143853476,107.4427479594346,18.68734780273918,0.06550589887095545
2025-02-06,2043.9700000000003,633.2054901404705,88.72943173942899,23.03598659351849,2043.970006648,674.675854856132,94.54056564862995,21.62003149256195,0.06549274344804182
2025-02-07,2523.3399999999997,860.2805312391642,96.54450851581802,26.136546125630453,2523.3399999999997,925.5518686976773,103.8695483909217,24.293356802738753,0.0758721545918225
2025-02-08,1938.2700000000002,804.4833091478807,105.69216113669226,18.3388245557135,1938.269999316,867.0835044731488,113.91650818811185,17.01482980952426,0.07781416297073337
2025-08-01,5722.87,7149.750274250578,353.2648147605803,16.199943387734738,5722.87,7850.503708836348,387.88861597966974,14.753900383351159,0.09801089656368746
2025-08-02,5515.84,6590.431232817211,320.3681849286144,17.21719028132915,5515.840000000001,7241.047372803006,351.99535840014613,15.670206633036418,0.09872133051719535
2025-08-03,2422.25,1898.9902004721766,166.86084637199357,14.516587040436814,2422.2499999999995,2136.2940261577464,187.712305843117,12.904055432702565,0.12496316496344469
2025-08-04,2364.2799999999997,1800.0472270038933,177.9335386525815,13.287433150061158,2364.2799999999997,2030.2670718755755,200.69062582870492,11.780719653632348,0.12789655816690673
2025-08-05,4530.610000000001,4049.936952233873,296.51895515433677,15.279326738629033,4530.61,4353.976283914474,318.7794066179152,14.212367254420325,0.07507260860268429
2025-08-06,5300.02,4987.731564223373,313.0894269649227,16.928134722971,5300.0199999999995,5349.73541388592,335.81309931788553,15.78264817770829,0.0725788557385832
2025-08-07,5703.81,4990.972407426789,302.3601905698685,18.864288943758886,5703.809999999998,5353.125195129196,324.29992033919507,17.58807092531571,0.07256156879639482
2025-08-08,5924.1,4929.7597105231125,269.87735641549887,21.951082071810983,5924.0999999999985,5299.499800871606,290.1186022374967,20.419579972849917,0.07500164552832932
