日期,预算,历史点击,历史注册,历史成本,优化投入,优化点击,优化注册,优化成本,注册提升
2025-02-01,803.0400000000001,281.7837260811047,38.711502305071896,20.744222057607605,803.040003147,305.1830531428395,41.92610634230704,19.153698571256633,0.08304002288265548
2025-02-02,1155.0400000000002,419.8100802340694,49.080092887490366,23.533777791492305,1155.04000031,453.014784959683,52.96206254225939,21.808818328938244,0.07909458654994656
2025-02-03,1403.2800000000002,469.1537440591426,57.643463433887824,24.344130564074167,1403.280006177,499.4330859548072,61.363792130966075,22.868208717969065,0.06454033944967852
2025-02-04,1806.39,594.875583354712,74.05758277216982,24.39169538596965,1806.390004812,633.9082406967186,78.91685811109352,22.88978613757143,0.06561482507298047
2025-02-05,2007.82,672.5181208097057,100.79708045709017,19.91942614701761,2007.8199999999997,716.8766393862692,107.4455394763593,18.686862291214705,0.06595884512845
2025-02-06,2043.9700000000003,632.9532101673431,88.69408040561494,23.04516818543623,2043.9700066080002,674.6935334749169,94.5430429073132,21.619464994498212,0.06594535368031139
2025-02-07,2523.3399999999997,859.5856133473824,96.46652173838359,26.157675787702566,2523.34,925.4399904116065,103.85699291192377,24.296293675091537,0.07661177204650411
2025-02-08,1938.2700000000002,803.7703890822893,105.59849845706515,18.35509053936097,1938.269999276,866.9520951317003,113.89924376865987,17.017408853151032,0.07860666044384798
2025-08-01,5722.87,7114.647998547874,351.5304326565717,16.279870726273558,5722.87,7887.398778305653,389.71157893385754,14.684885718962162,0.10861405650926101
2025-08-02,5515.84,6553.083333311724,318.5526620359866,17.315315981810507,5515.84,7252.297719315491,352.542250244503,15.645897750339232,0.10670006017616214
2025-08-03,2422.25,1897.7983089496588,166.7561170120519,14.525704024548242,2422.25,2164.1650652524436,190.1612838164903,12.737871512991692,0.14035567164679696
2025-08-04,2364.2799999999997,1799.2278505315364,177.85254380254204,13.293484307004931,2364.28,2051.41139629186,202.78072902675814,11.659293323124503,0.1401620954710224
2025-08-05,4530.610000000001,4047.760562841301,296.35960928888113,15.287542087368992,4530.61,4400.920696453225,322.2164744835387,14.060764606346837,0.08724827670242069
2025-08-06,5300.02,4986.870813132755,313.0353959766365,16.93105657737047,5300.020000000001,5416.793527869209,340.0224650806651,15.58726420838886,0.0862109187998752
2025-08-07,5703.81,4989.718625465577,302.28423467955724,18.869029031720572,5703.809999999998,5416.2221489441245,328.1224233350984,17.38317650474903,0.08547646781159948
2025-08-08,5924.1,4929.339297462731,269.85434110197434,21.95295423378556,5924.0999999999985,5385.7074984892215,294.8380017421107,20.09272876968451,0.09258202235366433
